[位置・速度]

ファイル        , C:\Users\bcl\Documents\計測データ\227\Session004\Temp.AVI
シーン数        ,   4001
計測点数        ,      3
コマ数／単位時間, 200.00/s, フレーム間隔, 0.01s
計測インターバル, 1
距離スケール    , 0.11cm/画素
原点X           , 0.00
原点Y           , 0.00
回転角          , 0.00
Y軸方向         , 1
 ,         ,        , 座標X    ,         ,          , 座標Y   ,         ,          
 , シーン  , 時間(s), 計測点1  , 計測点2 , 計測点3  , 計測点1 , 計測点2 , 計測点3  
 ,     2175,   10.87,     26.14,    23.50,     48.14,     6.08,    20.69,     20.32
 ,     2176,   10.88,     26.17,    23.58,     48.03,     6.08,    20.70,     20.03
 ,     2177,   10.88,     26.20,    23.67,     47.88,     6.08,    20.68,     19.78
 ,     2178,   10.89,     26.23,    23.73,     47.76,     6.09,    20.67,     19.51
 ,     2179,   10.89,     26.28,    23.83,     47.62,     6.09,    20.66,     19.25
 ,     2180,   10.90,     26.31,    23.92,     47.47,     6.10,    20.64,     19.02
 ,     2181,   10.90,     26.34,    24.02,     47.32,     6.12,    20.63,     18.76
 ,     2182,   10.90,     26.38,    24.08,     47.17,     6.09,    20.62,     18.50
 ,     2183,   10.91,     26.42,    24.18,     46.98,     6.10,    20.61,     18.24
 ,     2184,   10.92,     26.45,    24.29,     46.81,     6.12,    20.60,     18.03
 ,     2185,   10.92,     26.49,    24.39,     46.65,     6.12,    20.59,     17.79
 ,     2186,   10.93,     26.55,    24.50,     46.45,     6.13,    20.59,     17.56
 ,     2187,   10.93,     26.57,    24.60,     46.27,     6.13,    20.58,     17.33
 ,     2188,   10.94,     26.61,    24.70,     46.08,     6.13,    20.57,     17.11
 ,     2189,   10.94,     26.65,    24.80,     45.89,     6.13,    20.56,     16.89
 ,     2190,   10.95,     26.70,    24.90,     45.68,     6.14,    20.56,     16.68
 ,     2191,   10.95,     26.75,    25.01,     45.48,     6.13,    20.56,     16.46
 ,     2192,   10.96,     26.78,    25.12,     45.28,     6.14,    20.56,     16.26
 ,     2193,   10.96,     26.82,    25.24,     45.10,     6.16,    20.55,     16.07
 ,     2194,   10.97,     26.87,    25.34,     44.89,     6.14,    20.56,     15.88
 ,     2195,   10.97,     26.90,    25.45,     44.69,     6.15,    20.56,     15.70
 ,     2196,   10.98,     26.93,    25.55,     44.48,     6.16,    20.56,     15.53
 ,     2197,   10.98,     26.98,    25.65,     44.29,     6.14,    20.56,     15.36
 ,     2198,   10.98,     26.99,    25.75,     44.09,     6.15,    20.57,     15.17
 ,     2199,   10.99,     27.01,    25.85,     43.89,     6.16,    20.57,     15.03
 ,     2200,   11.00,     27.06,    25.95,     43.70,     6.17,    20.57,     14.90
 ,     2201,   11.00,     27.08,    26.04,     43.51,     6.16,    20.59,     14.72
 ,     2202,   11.01,     27.11,    26.13,     43.33,     6.17,    20.59,     14.58
 ,     2203,   11.01,     27.12,    26.22,     43.16,     6.18,    20.62,     14.45
 ,     2204,   11.02,     27.15,    26.30,     42.99,     6.17,    20.63,     14.29
 ,     2205,   11.02,     27.17,    26.35,     42.82,     6.18,    20.65,     14.17
 ,     2206,   11.03,     27.20,    26.44,     42.67,     6.20,    20.66,     14.05
 ,     2207,   11.03,     27.20,    26.48,     42.53,     6.18,    20.68,     13.93
 ,     2208,   11.04,     27.22,    26.55,     42.40,     6.20,    20.69,     13.82
 ,     2209,   11.04,     27.23,    26.58,     42.25,     6.19,    20.71,     13.68
 ,     2210,   11.05,     27.24,    26.62,     42.15,     6.19,    20.73,     13.60
 ,     2211,   11.05,     27.26,    26.66,     42.04,     6.20,    20.74,     13.48
 ,     2212,   11.06,     27.29,    26.67,     41.94,     6.20,    20.76,     13.41
 ,     2213,   11.06,     27.28,    26.68,     41.88,     6.22,    20.77,     13.31
 ,     2214,   11.07,     27.29,    26.69,     41.81,     6.20,    20.79,     13.22
 ,     2215,   11.07,     27.27,    26.67,     41.75,     6.23,    20.82,     13.17
 ,     2216,   11.08,     27.23,    26.66,     41.70,     6.23,    20.83,     13.10
 ,     2217,   11.08,     27.22,    26.64,     41.68,     6.23,    20.85,     13.03
 ,     2218,   11.09,     27.22,    26.58,     41.68,     6.24,    20.85,     12.98
 ,     2219,   11.09,     27.20,    26.55,     41.67,     6.23,    20.88,     12.96
 ,     2220,   11.10,     27.19,    26.51,     41.68,     6.23,    20.87,     12.90
 ,     2221,   11.10,     27.17,    26.46,     41.70,     6.23,    20.88,     12.88
 ,     2222,   11.11,     27.12,    26.38,     41.73,     6.25,    20.89,     12.85
 ,     2223,   11.11,     27.11,    26.33,     41.81,     6.24,    20.89,     12.83
 ,     2224,   11.12,     27.09,    26.24,     41.87,     6.23,    20.88,     12.82
 ,     2225,   11.12,     27.07,    26.17,     41.94,     6.21,    20.88,     12.83
 ,     2226,   11.13,     27.00,    26.09,     42.05,     6.23,    20.88,     12.84
 ,     2227,   11.13,     26.99,    26.00,     42.15,     6.21,    20.87,     12.88
 ,     2228,   11.14,     26.96,    25.90,     42.28,     6.20,    20.86,     12.90
 ,     2229,   11.14,     26.92,    25.80,     42.41,     6.19,    20.83,     12.96
 ,     2230,   11.15,     26.88,    25.70,     42.56,     6.19,    20.82,     12.99
 ,     2231,   11.15,     26.85,    25.63,     42.72,     6.17,    20.79,     13.05
 ,     2232,   11.15,     26.83,    25.54,     42.87,     6.16,    20.78,     13.13
 ,     2233,   11.16,     26.79,    25.45,     43.05,     6.14,    20.78,     13.20
 ,     2234,   11.17,     26.76,    25.34,     43.22,     6.13,    20.77,     13.31
 ,     2235,   11.17,     26.73,    25.24,     43.40,     6.11,    20.75,     13.39
 ,     2236,   11.18,     26.69,    25.15,     43.61,     6.11,    20.69,     13.49
 ,     2237,   11.18,     26.67,    25.06,     43.81,     6.08,    20.69,     13.63
 ,     2238,   11.19,     26.64,    24.97,     44.03,     6.07,    20.66,     13.77
 ,     2239,   11.19,     26.61,    24.88,     44.24,     6.06,    20.65,     13.90
 ,     2240,   11.20,     26.56,    24.81,     44.46,     6.03,    20.60,     14.06
 ,     2241,   11.20,     26.55,    24.72,     44.69,     6.01,    20.58,     14.23
 ,     2242,   11.21,     26.54,    24.66,     44.91,     5.99,    20.55,     14.37
 ,     2243,   11.21,     26.52,    24.59,     45.13,     5.97,    20.55,     14.55
 ,     2244,   11.22,     26.48,    24.53,     45.37,     5.96,    20.51,     14.76
 ,     2245,   11.22,     26.46,    24.48,     45.60,     5.94,    20.47,     14.95
 ,     2246,   11.23,     26.44,    24.40,     45.84,     5.90,    20.45,     15.19
 ,     2247,   11.23,     26.45,    24.38,     46.10,     5.88,    20.41,     15.40
 ,     2248,   11.23,     26.42,    24.34,     46.33,     5.87,    20.39,     15.63
 ,     2249,   11.24,     26.40,    24.28,     46.56,     5.84,    20.37,     15.89
 ,     2250,   11.25,     26.40,    24.27,     46.78,     5.83,    20.36,     16.14
 ,     2251,   11.25,     26.40,    24.23,     47.04,     5.81,    20.32,     16.42
 ,     2252,   11.26,     26.38,    24.20,     47.28,     5.78,    20.31,     16.69
 ,     2253,   11.26,     26.37,    24.19,     47.52,     5.76,    20.27,     16.99
 ,     2254,   11.27,     26.37,    24.17,     47.74,     5.74,    20.25,     17.30
 ,     2255,   11.27,     26.37,    24.16,     47.96,     5.73,    20.20,     17.59
 ,     2256,   11.28,     26.37,    24.16,     48.19,     5.70,    20.17,     17.92
 ,     2257,   11.28,     26.38,    24.14,     48.40,     5.67,    20.14,     18.25
 ,     2258,   11.29,     26.39,    24.15,     48.59,     5.67,    20.09,     18.59
 ,     2259,   11.29,     26.39,    24.16,     48.82,     5.63,    20.05,     18.94
 ,     2260,   11.30,     26.40,    24.16,     49.00,     5.63,    20.02,     19.28
 ,     2261,   11.30,     26.43,    24.18,     49.17,     5.60,    19.96,     19.65
 ,     2262,   11.31,     26.44,    24.20,     49.35,     5.57,    19.91,     20.01
 ,     2263,   11.31,     26.44,    24.25,     49.53,     5.57,    19.87,     20.39
 ,     2264,   11.32,     26.46,    24.27,     49.71,     5.55,    19.81,     20.77
 ,     2265,   11.32,     26.48,    24.31,     49.85,     5.52,    19.77,     21.15
 ,     2266,   11.33,     26.51,    24.36,     50.02,     5.52,    19.73,     21.56
 ,     2267,   11.33,     26.53,    24.39,     50.14,     5.49,    19.70,     21.94
 ,     2268,   11.34,     26.55,    24.46,     50.27,     5.47,    19.66,     22.34
 ,     2269,   11.34,     26.57,    24.51,     50.38,     5.46,    19.60,     22.75
 ,     2270,   11.35,     26.59,    24.59,     50.49,     5.46,    19.58,     23.15
 ,     2271,   11.35,     26.63,    24.65,     50.60,     5.44,    19.53,     23.55
 ,     2272,   11.36,     26.64,    24.69,     50.69,     5.42,    19.49,     23.96
 ,     2273,   11.36,     26.68,    24.77,     50.76,     5.40,    19.45,     24.34
 ,     2274,   11.37,     26.72,    24.83,     50.85,     5.40,    19.42,     24.78
 ,     2275,   11.37,     26.75,    24.89,     50.90,     5.39,    19.39,     25.15
 ,     2276,   11.38,     26.77,    24.97,     50.94,     5.38,    19.36,     25.57
 ,     2277,   11.38,     26.80,    25.05,     50.99,     5.37,    19.32,     25.96
 ,     2278,   11.39,     26.84,    25.10,     51.01,     5.36,    19.30,     26.35
 ,     2279,   11.39,     26.87,    25.21,     51.03,     5.35,    19.29,     26.75
 ,     2280,   11.40,     26.89,    25.29,     51.02,     5.35,    19.28,     27.12
 ,     2281,   11.40,     26.95,    25.38,     51.03,     5.34,    19.25,     27.51
 ,     2282,   11.40,     26.99,    25.45,     51.02,     5.34,    19.23,     27.88
 ,     2283,   11.41,     26.99,    25.54,     50.97,     5.35,    19.21,     28.26
 ,     2284,   11.42,     27.05,    25.63,     50.96,     5.32,    19.21,     28.62
 ,     2285,   11.42,     27.07,    25.72,     50.91,     5.33,    19.21,     28.96
 ,     2286,   11.43,     27.10,    25.80,     50.85,     5.33,    19.21,     29.33
 ,     2287,   11.43,     27.14,    25.87,     50.79,     5.32,    19.21,     29.65
 ,     2288,   11.44,     27.18,    25.97,     50.70,     5.33,    19.22,     29.99
 ,     2289,   11.44,     27.21,    26.07,     50.63,     5.32,    19.22,     30.33
 ,     2290,   11.45,     27.24,    26.16,     50.53,     5.32,    19.25,     30.63
 ,     2291,   11.45,     27.29,    26.24,     50.41,     5.33,    19.26,     30.95
 ,     2292,   11.46,     27.32,    26.34,     50.31,     5.35,    19.27,     31.24
 ,     2293,   11.46,     27.35,    26.42,     50.18,     5.34,    19.30,     31.53
 ,     2294,   11.47,     27.40,    26.52,     50.03,     5.34,    19.31,     31.83
 ,     2295,   11.47,     27.43,    26.62,     49.91,     5.35,    19.32,     32.09
 ,     2296,   11.48,     27.44,    26.71,     49.74,     5.36,    19.35,     32.37
 ,     2297,   11.48,     27.49,    26.83,     49.59,     5.35,    19.38,     32.61
 ,     2298,   11.48,     27.53,    26.92,     49.40,     5.36,    19.40,     32.89
 ,     2299,   11.49,     27.55,    27.03,     49.23,     5.37,    19.41,     33.14
 ,     2300,   11.50,     27.60,    27.12,     49.04,     5.38,    19.43,     33.36
 ,     2301,   11.50,     27.63,    27.23,     48.83,     5.37,    19.43,     33.59
 ,     2302,   11.51,     27.65,    27.34,     48.63,     5.37,    19.46,     33.82
 ,     2303,   11.51,     27.70,    27.46,     48.43,     5.39,    19.49,     34.06
 ,     2304,   11.52,     27.73,    27.57,     48.21,     5.41,    19.50,     34.27
 ,     2305,   11.52,     27.75,    27.67,     47.99,     5.41,    19.51,     34.48
 ,     2306,   11.53,     27.79,    27.78,     47.74,     5.42,    19.51,     34.69
 ,     2307,   11.53,     27.84,    27.89,     47.52,     5.44,    19.52,     34.91
 ,     2308,   11.54,     27.85,    28.00,     47.27,     5.43,    19.52,     35.10
 ,     2309,   11.54,     27.92,    28.11,     47.02,     5.43,    19.52,     35.27
 ,     2310,   11.55,     27.95,    28.22,     46.75,     5.45,    19.52,     35.46
 ,     2311,   11.55,     27.96,    28.34,     46.49,     5.44,    19.52,     35.65
 ,     2312,   11.56,     28.01,    28.45,     46.24,     5.45,    19.52,     35.81
 ,     2313,   11.56,     28.06,    28.55,     45.94,     5.45,    19.51,     35.99
 ,     2314,   11.57,     28.08,    28.66,     45.70,     5.47,    19.50,     36.12
 ,     2315,   11.57,     28.12,    28.76,     45.41,     5.47,    19.50,     36.26
 ,     2316,   11.58,     28.16,    28.85,     45.11,     5.46,    19.49,     36.41
 ,     2317,   11.58,     28.19,    28.93,     44.83,     5.48,    19.50,     36.54
 ,     2318,   11.59,     28.20,    29.02,     44.54,     5.50,    19.47,     36.65
 ,     2319,   11.59,     28.26,    29.11,     44.27,     5.51,    19.47,     36.76
 ,     2320,   11.60,     28.29,    29.19,     43.96,     5.52,    19.46,     36.85
 ,     2321,   11.60,     28.31,    29.25,     43.69,     5.53,    19.46,     36.97
 ,     2322,   11.61,     28.35,    29.32,     43.42,     5.54,    19.44,     37.03
 ,     2323,   11.61,     28.38,    29.38,     43.14,     5.55,    19.47,     37.13
 ,     2324,   11.62,     28.39,    29.46,     42.86,     5.56,    19.44,     37.18
 ,     2325,   11.62,     28.41,    29.54,     42.57,     5.57,    19.44,     37.26
 ,     2326,   11.63,     28.45,    29.59,     42.30,     5.56,    19.43,     37.35
 ,     2327,   11.63,     28.48,    29.65,     42.02,     5.58,    19.43,     37.40
 ,     2328,   11.64,     28.49,    29.71,     41.76,     5.58,    19.41,     37.45
